survey_id,site_code,location_type,survey_date,time_start,time_end,observer,wind_speed,wind_dir,air_temp,cloud_cover,survey_notes,human_activity_notes,wind,precipitation,disturbances,sight_obstruct,noise_level,site_condition,non_bird_species,additional_bird_observations
250,N-12,ESCA,2000-10-25,07:50:00,08:05:00,JoLe,0.0,,16.0,10.0,,,,,False,,,,,
149,PE-13A,riparian,2000-10-25,08:55:00,09:10:00,BeRa,0.0,,21.0,10.0,,,,,False,,,,,
150,EE-7C,riparian,2000-10-25,08:20:00,08:35:00,BeRa,0.0,,18.0,10.0,River flowing.,,,,False,,,,,
151,EE-6A,riparian,2000-10-25,07:30:00,07:45:00,BeRa,0.0,,18.0,10.0,River running.  Traffic noise.,,,,False,,,,,
251,I-11,ESCA,2000-10-25,09:15:00,09:30:00,JoLe,13.0,NE,20.0,10.0,Helicopters flying over plot entire time.,,,,False,,,,,
147,AD-21,ESCA,2000-10-26,09:55:00,10:10:00,DiSt,16.0,,16.0,30.0,Ending time was 10:10 A.M.  Heavy traffic noise.  Alfalfa fields.,,,,False,,,,,
255,U-8,ESCA,2000-10-26,09:20:00,09:35:00,JoLe,0.0,,18.0,10.0,,,,,False,,,,,
159,AE-23,ESCA,2000-10-26,08:55:00,09:10:00,DiSt,16.0,,16.0,30.0,Cotton field.,,,,False,,,,,
169,V-18,ESCA,2000-10-26,09:30:00,09:45:00,BeRa,24.0,SE,21.0,10.0,Tree nursery.,,,,False,,,,,
253,Q-7,ESCA,2000-10-26,07:50:00,08:05:00,JoLe,5.0,,18.0,10.0,Many planes and glider overhead entire time.,,,,False,,,,,
148,Z-23,ESCA,2000-10-26,07:55:00,08:10:00,DiSt,8.0,,13.0,20.0,Vacant field.,,,,False,,,,,
184,V-20,ESCA,2000-10-26,08:05:00,08:20:00,BeRa,8.0,E,18.0,5.0,Mountain Preserve desert trails.,,,,False,,,,,
165,W-15,ESCA,2000-10-29,08:40:00,08:55:00,DiSt,16.0,,13.0,40.0,,,,,False,,,,,
168,X-18,ESCA,2000-10-29,09:25:00,09:40:00,DiSt,16.0,,13.0,20.0,View to N and NW blocked by buildings.,,,,False,,,,,
166,Y-19,ESCA,2000-10-29,10:05:00,10:20:00,DiSt,16.0,,16.0,10.0,Ending time was 10:20 AM.  View blocked partly in all directions by structures.,,,,False,,,,,
256,P-18,ESCA,2000-10-30,08:30:00,08:45:00,JoLe,6.0,SE,21.0,10.0,,,,,False,,,,,
258,PE-10B,riparian,2000-10-30,07:15:00,07:33:00,JoLe,0.0,,20.0,10.0,,,,,False,,,,,
260,P-16,ESCA,2000-10-30,09:30:00,10:00:00,JoLe,0.0,,21.0,10.0,Truck dropping off rental equipment.  Stopped birding for 15 min.  Ending time was 10:00 AM.,,,,False,,,,,
262,V-18,ESCA,2000-10-31,07:05:00,07:20:00,JoLe,0.0,,11.0,0.0,,,,,False,,,,,
272,T-19,ESCA,2000-10-31,09:05:00,09:20:00,JoLe,0.0,,13.0,0.0,Fog.,,,,False,,,,,
263,S-16,ESCA,2000-10-31,08:13:00,08:28:00,JoLe,0.0,,11.0,0.0,,,,,False,,,,,
167,EE-6A,riparian,2000-11-01,08:10:00,08:25:00,DiSt,8.0,,7.0,0.0,River flowing due to recent rains.,,,,False,,,,,
269,X-18,ESCA,2000-11-01,08:05:00,08:20:00,JoLe,0.0,,13.0,10.0,,,,,False,,,,,
268,Y-19,ESCA,2000-11-01,09:00:00,09:15:00,JoLe,0.0,,16.0,10.0,,,,,False,,,,,
193,PE-10B,riparian,2000-11-01,09:25:00,09:40:00,DiSt,8.0,,13.0,0.0,2 DCCO flew over after count.,,,,False,,,,,
274,PE-1D,riparian,2000-11-01,07:15:00,07:30:00,JoLe,0.0,,11.0,20.0,,,,,False,,,,,
186,PE-11A,riparian,2000-11-02,09:15:00,09:30:00,BeRa,0.0,,13.0,20.0,Gilbert Riparian.,,,,False,,,,,
185,PN-1B,riparian,2000-11-02,07:45:00,08:00:00,BeRa,8.0,,13.0,20.0,Salt River. Phon D. Sutton.,,,,False,,,,,
265,AC-16,ESCA,2000-11-03,08:15:00,08:30:00,JoLe,0.0,,13.0,0.0,,,,,False,,,,,
266,AA-17,ESCA,2000-11-03,07:30:00,07:45:00,JoLe,0.0,,11.0,,,,,,False,,,,,
275,PN-1B,riparian,2000-11-03,09:15:00,09:30:00,JoLe,10.0,NE,16.0,,,,,,False,,,,,
187,V-13,ESCA,2000-11-03,09:05:00,09:20:00,DiSt,0.0,,13.0,80.0,Loud yard work and school children.,,,,False,,,,,
189,AF-12,ESCA,2000-11-05,10:05:00,10:20:00,DiSt,16.0,,10.0,100.0,Ending time was 10:20 AM.  Western Bluebirds a possibility.,,,,False,,,,,
188,AD-10,ESCA,2000-11-05,08:55:00,09:10:00,DiSt,8.0,,7.0,100.0,Large bike competition nearby to the South.  2 CORA were flying E in the distance after count.,,,,False,,,,,
271,W-6,ESCA,2000-11-06,07:30:00,07:45:00,JoLe,0.0,,11.0,,Fog.,,,,False,,,,,
249,X-8,ESCA,2000-11-06,08:50:00,09:05:00,JoLe,0.0,,13.0,20.0,,,,,False,,,,,
252,M-16,ESCA,2000-11-08,08:00:00,08:15:00,JoLe,0.0,,8.0,0.0,,,,,False,,,,,
254,I-17,ESCA,2000-11-08,08:30:00,08:45:00,JoLe,11.0,NE,10.0,0.0,,,,,False,,,,,
190,AA-17,ESCA,2000-11-09,07:55:00,08:10:00,DiSt,8.0,,7.0,0.0,"View partly blocked by buildings SE, E, NE.  Traffic noise.",,,,False,,,,,
192,PE-1D,riparian,2000-11-09,09:20:00,09:35:00,DiSt,16.0,,10.0,0.0,,,,,False,,,,,
191,AC-16,ESCA,2000-11-09,08:30:00,08:45:00,DiSt,16.0,,10.0,0.0,Helicopter noise.,,,,False,,,,,
195,EN-7B,riparian,2000-11-10,08:30:00,08:45:00,DiSt,16.0,,7.0,100.0,Water flowing in wash.,,,,False,,,,,
194,PN-7A,riparian,2000-11-10,07:35:00,07:50:00,DiSt,16.0,,7.0,100.0,,,,,False,,,,,
259,AD-10,ESCA,2000-11-11,08:55:00,09:10:00,JoLe,0.0,,11.0,20.0,Four Western Bluebirds spotted after count where truck parked.,,,,False,,,,,
257,AF-12,ESCA,2000-11-11,07:45:00,08:00:00,JoLe,0.0,,8.0,20.0,,,,,False,,,,,
196,U-8,ESCA,2000-11-12,08:30:00,08:45:00,DiSt,16.0,,4.0,0.0,"Flock of Mountain Bluebirds (10), one fourth mile south of Hwy 74 on 23rd Ave. extension, after count.",,,,False,,,,,
267,AB-19,ESCA,2000-11-13,06:59:00,07:14:00,JoLe,0.0,,4.0,0.0,,,,,False,,,,,
264,AD-21,ESCA,2000-11-13,08:45:00,09:00:00,JoLe,5.0,W,10.0,0.0,,,,,False,,,,,
261,AA-20,ESCA,2000-11-13,07:59:00,08:14:00,JoLe,0.0,,7.0,0.0,Heavy traffic.,,,,False,,,,,
203,EE-15A,riparian,2000-11-14,08:20:00,08:35:00,DiSt,0.0,,10.0,10.0,,,,,False,,,,,
273,EN-7B,riparian,2000-11-15,07:15:00,07:30:00,JoLe,3.0,NE,2.0,0.0,,,,,False,,,,,
270,PN-7A,riparian,2000-11-15,08:40:00,08:55:00,JoLe,0.0,,6.0,0.0,,,,,False,,,,,
209,PE-1D,riparian,2000-11-16,08:40:00,08:55:00,BeRa,0.0,,7.0,0.0,Tempe Marsh.,,,,False,,,,,
210,EE-15A,riparian,2000-11-16,09:40:00,09:55:00,BeRa,0.0,,7.0,0.0,Retention basin.,,,,False,,,,,
277,F-8,ESCA,2000-11-16,08:45:00,09:00:00,JoLe,0.0,,9.0,0.0,"Very loud noise, mechanical vibrating through entire wash. Bird songs hard to hear.",,,,False,,,,,
198,I-17,ESCA,2000-11-16,09:25:00,09:40:00,DiSt,16.0,,10.0,0.0,Freeway noise.  KILL seen after count.,,,,False,,,,,
276,EN-4B,riparian,2000-11-16,07:55:00,08:10:00,JoLe,0.0,,4.0,0.0,,,,,False,,,,,
202,G-15,ESCA,2000-11-16,08:20:00,08:35:00,DiSt,8.0,,7.0,0.0,GRRO seen after count.,,,,False,,,,,
279,Z-23,ESCA,2000-11-17,07:02:00,07:17:00,JoLe,0.0,,4.0,0.0,,,,,False,,,,,
278,AE-23,ESCA,2000-11-17,08:15:00,08:30:00,JoLe,0.0,,7.0,0.0,,,,,False,,,,,
280,PE-11A,riparian,2000-11-17,09:45:00,10:00:00,JoLe,3.0,E,10.0,0.0,.,,,,False,,,,,
201,M-9,ESCA,2000-11-18,10:20:00,10:35:00,DiSt,0.0,,10.0,0.0,WEME after end of count.  Ending time was 10:35 AM.,,,,False,,,,,
199,F-8,ESCA,2000-11-18,07:50:00,08:05:00,DiSt,8.0,,4.0,0.0,,,,,False,,,,,
197,EN-4B,riparian,2000-11-18,08:30:00,08:45:00,DiSt,8.0,,4.0,0.0,,,,,False,,,,,
200,L-7,ESCA,2000-11-18,09:30:00,09:45:00,DiSt,0.0,,7.0,0.0,,,,,False,,,,,
281,V-20,ESCA,2000-11-21,08:29:00,08:44:00,JoLe,0.0,,8.0,0.0,,,,,False,,,,,
284,EE-15A,riparian,2000-11-21,07:06:00,07:21:00,JoLe,0.0,,4.0,15.0,,,,,False,,,,,
205,PN-7A,riparian,2000-11-22,09:25:00,09:40:00,BeRa,8.0,NE,10.0,5.0,Spur Cross Ranch.  Creek running.,,,,False,,,,,
206,X-8,ESCA,2000-11-22,07:25:00,07:40:00,BeRa,16.0,,7.0,10.0,,,,,False,,,,,
207,W-6,ESCA,2000-11-22,07:55:00,08:10:00,BeRa,8.0,,7.0,10.0,,,,,False,,,,,
285,G-15,ESCA,2000-11-22,08:35:00,08:50:00,JoLe,8.0,SE,13.0,0.0,,,,,False,,,,,
204,EN-7B,riparian,2000-11-22,08:40:00,08:55:00,BeRa,16.0,NE,7.0,5.0,Water in Cave Creek..,,,,False,,,,,
212,N-12,ESCA,2000-11-24,09:25:00,09:40:00,BeRa,0.0,,7.0,10.0,,,,,False,,,,,
218,N-12,ESCA,2000-11-24,07:25:00,07:40:00,DiSt,0.0,,4.0,0.0,No sun penetrating to ground.  Density of trees makes it hard to see birds.,,,,False,,,,,
217,M-16,ESCA,2000-11-24,10:30:00,10:45:00,DiSt,16.0,,13.0,20.0,"Ag field planted.  Bird-scaring rockets being used at east margin of field.  No birds in field, only along road in big trees.  RTHA seen in tree where I parked after count.  Ending time was 10:45 AM.",,,,False,,,,,
214,I-11,ESCA,2000-11-24,09:25:00,09:40:00,DiSt,8.0,,10.0,10.0,,,,,False,,,,,
213,O-9,ESCA,2000-11-24,08:15:00,08:30:00,DiSt,0.0,,7.0,0.0,Hunters shooting.,,,,False,,,,,
211,M-16,ESCA,2000-11-24,08:45:00,09:00:00,BeRa,24.0,,7.0,10.0,"New lettuce field.  Fallow fields and more mature lettuce fields surrounding.  Line of Euculyptus trees, bordering road.",,,,False,,,,,
208,PE-10B,riparian,2000-11-24,07:30:00,07:45:00,BeRa,0.0,,7.0,10.0,Trees Rios.  Hunter shooting into wetlands.,,,,False,,,,,
215,Q-7,ESCA,2000-11-25,08:20:00,08:35:00,DiSt,8.0,,4.0,0.0,,,,,False,,,,,
216,W-6,ESCA,2000-11-25,09:10:00,09:25:00,DiSt,8.0,,10.0,0.0,,,,,False,,,,,
219,X-8,ESCA,2000-11-25,10:05:00,10:20:00,DiSt,8.0,,13.0,0.0,,,,,False,,,,,
222,V-20,ESCA,2000-11-26,07:20:00,07:40:00,DiSt,8.0,,4.0,0.0,Too cold for many birds.,,,,False,,,,,
223,AA-20,ESCA,2000-11-26,08:20:00,08:40:00,DiSt,16.0,,7.0,0.0,,,,,False,,,,,
226,PE-11A,riparian,2000-11-26,09:35:00,09:55:00,DiSt,16.0,,13.0,0.0,,,,,False,,,,,
235,PN-1B,riparian,2000-11-26,10:35:00,10:55:00,DiSt,16.0,,10.0,0.0,Ending time was 10:55 AM.,,,,False,,,,,
224,AB-19,ESCA,2000-11-26,08:55:00,09:15:00,DiSt,8.0,,10.0,0.0,,,,,False,,,,,
292,V-20,ESCA,2001-01-02,11:15:00,11:30:00,DiSt,16.0,,16.0,30.0,Ending time was 11:30 AM.  Stepped west into Palo Verdes (5 m) to bird.,,,,False,,,,,
317,V-14,ESCA,2001-01-03,08:05:00,08:20:00,BeRa,0.0,,7.0,10.0,,,,,False,,,,,
318,W-15,ESCA,2001-01-03,08:45:00,09:00:00,BeRa,0.0,,10.0,10.0,,,,,False,,,,,
316,V-13,ESCA,2001-01-03,07:35:00,07:50:00,BeRa,0.0,,7.0,10.0,,,,,False,,,,,
393,PE-13A,riparian,2001-01-04,08:55:00,09:10:00,BeRa,0.0,,10.0,0.0,,,,,False,,,,,
410,EE-6A,riparian,2001-01-04,07:30:00,07:45:00,BeRa,0.0,,7.0,0.0,,,,,False,,,,,
428,EE-7C,riparian,2001-01-04,08:20:00,08:35:00,BeRa,0.0,,10.0,0.0,,,,,False,,,,,
286,PE-11A,riparian,2001-01-05,08:02:00,08:17:00,JoLe,0.0,,-1.0,30.0,Dredging of basin #1  taking place,,,,False,,,,,
287,AA-20,ESCA,2001-01-05,10:05:00,10:20:00,JoLe,6.0,E,17.0,40.0,"Traffic medium, after rush hour.  NDJU seen after count was ORJU",,,,False,,,,,
303,AB-19,ESCA,2001-01-05,09:02:00,09:17:00,JoLe,0.0,,12.0,30.0,,,,,False,,,,,
311,R-12,ESCA,2001-01-05,09:55:00,10:10:00,BeRa,16.0,NE,10.0,35.0,,,,,False,,,,,
312,U-13,ESCA,2001-01-05,09:15:00,09:30:00,BeRa,8.0,NE,10.0,35.0,,,,,False,,,,,
313,T-11,ESCA,2001-01-05,08:05:00,08:20:00,BeRa,16.0,NE,7.0,30.0,,,,,False,,,,,
314,U-12,ESCA,2001-01-05,08:40:00,08:55:00,BeRa,8.0,NE,10.0,35.0,,,,,False,,,,,
315,T-13,ESCA,2001-01-05,07:30:00,07:45:00,BeRa,16.0,NE,7.0,30.0,,,,,False,,,,,
295,W-6,ESCA,2001-01-07,11:20:00,11:35:00,DiSt,8.0,,16.0,40.0,Wildflowers.  Ten GAQU seen after end of count.  Ending time was 11:35 AM.,,,,False,,,,,
294,U-8,ESCA,2001-01-07,10:35:00,10:50:00,DiSt,0.0,,18.0,40.0,Wildflowers blooming.  One CORA soaring high overhead to East.  Ending time was 10:50 AM.,,,,False,,,,,
293,Q-7,ESCA,2001-01-07,09:40:00,09:55:00,DiSt,8.0,,13.0,40.0,Some wildflowers beginning to bloom.,,,,False,,,,,
339,AA-20,ESCA,2001-01-08,09:40:00,09:55:00,BeRa,0.0,,10.0,30.0,Traffic.,,,,False,,,,,
443,AE-23,ESCA,2001-01-08,08:15:00,08:30:00,BeRa,0.0,,7.0,25.0,,,,,False,,,,,
429,AD-21,ESCA,2001-01-08,07:35:00,07:50:00,BeRa,8.0,E,7.0,25.0,,,,,False,,,,,
341,AB-19,ESCA,2001-01-08,10:15:00,10:30:00,BeRa,8.0,NE,10.0,30.0,,,,,False,,,,,
340,Z-23,ESCA,2001-01-08,09:05:00,09:20:00,BeRa,0.0,,7.0,25.0,,,,,False,,,,,
442,PE-11A,riparian,2001-01-09,07:35:00,07:50:00,BeRa,0.0,,7.0,100.0,,,,,False,,,,,
289,X-18,ESCA,2001-01-09,07:45:00,08:00:00,JoLe,6.0,NW,9.0,90.0,,,,,False,,,,,
288,PE-1D,riparian,2001-01-09,09:15:00,09:30:00,JoLe,11.0,SE,11.0,95.0,,,,,False,,,,,
298,AE-23,ESCA,2001-01-10,08:50:00,09:05:00,JoLe,11.0,E,9.0,25.0,,,,,False,,,,,
291,AD-21,ESCA,2001-01-10,10:02:00,10:17:00,JoLe,10.0,E,9.0,24.0,Unidentified Hawk 200 meters north with three GTGR flying around it.,,,,False,,,,,
290,Z-23,ESCA,2001-01-10,07:33:00,07:48:00,JoLe,0.0,,9.0,20.0,,,,,False,,,,,
421,V-20,ESCA,2001-01-10,07:35:00,07:50:00,BeRa,8.0,E,7.0,25.0,,,,,False,,,,,
304,V-20,ESCA,2001-01-11,10:45:00,11:00:00,JoLe,8.0,E,14.0,0.0,,,,,False,,,,,
384,EE-15A,riparian,2001-01-11,09:30:00,09:45:00,BeRa,0.0,,7.0,,,,,,False,,,,,
297,EE-15A,riparian,2001-01-11,08:40:00,08:55:00,JoLe,3.0,E,9.0,0.0,,,,,False,,,,,
299,Y-19,ESCA,2001-01-11,07:45:00,08:05:00,JoLe,0.0,,7.0,0.0,Talked to neighbors for five min. about project.,,,,False,,,,,
383,PE-1D,riparian,2001-01-11,07:35:00,07:50:00,BeRa,0.0,,7.0,35.0,,,,,False,,,,,
324,V-14,ESCA,2001-01-13,09:22:00,09:37:00,JoLe,0.0,,9.0,10.0,Light  am fog,,,,False,,,,,
325,PE-13A,riparian,2001-01-13,08:10:00,08:25:00,JoLe,0.0,,6.0,10.0,"Light fog, rained yesterday. Area flooded, stood eight meters south birding point.",,,,False,,,,,
342,X-18,ESCA,2001-01-13,07:35:00,07:50:00,BeRa,0.0,,4.0,15.0,,,,,False,,,,,
343,Y-19,ESCA,2001-01-13,08:15:00,08:30:00,BeRa,0.0,,4.0,15.0,,,,,False,,,,,
